group,classify_why,product_type,handle,status,reason,sizeChart,shadowVisible,box,matched_keyword,match_field,matched_value,is_excluded,excluded_keyword,resolution_source,resolution_collection,reverify,certified,url
tops,title-exclude:Shirt,Tops,uww-universal-language-elite-super-soft-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/uww-universal-language-elite-super-soft-t-shirt
tops,title-exclude:Hoodie,Tops,uww-universal-language-youth-comfort-fleece-hoodie,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling,true,hoodie,excluded,,,,https://rudis.com/products/uww-universal-language-youth-comfort-fleece-hoodie
tops,title-exclude:Hoodie,Tops,uww-universal-language-comfort-fleece-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/uww-universal-language-comfort-fleece-hoodie
tops,title-exclude:Hoodie,Tops,rudis-hex-youth-titan-heavyweight-hoodie,PASS,suppressed,,false,,,,,true,hoodie,excluded,,,,https://rudis.com/products/rudis-hex-youth-titan-heavyweight-hoodie
tops,title-exclude:Hoodie,Tops,rudis-hex-titan-heavyweight-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/rudis-hex-titan-heavyweight-hoodie
tops,title-exclude:Shirt,Tops,coach-elite-super-soft-t-shirt,PASS,suppressed,,false,,wrestling,collection_title,RUDIS Wrestling Graphic Tops,true,shirt,excluded,,,,https://rudis.com/products/coach-elite-super-soft-t-shirt
tops,title-exclude:Shirt,Tops,animated-lemonade-youth-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/animated-lemonade-youth-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,pink-lemonade-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/pink-lemonade-heavyweight-t-shirt
tops,title-exclude:Hoodie,Tops,faith-over-fear-elite-terry-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/faith-over-fear-elite-terry-hoodie
tops,type:Tops(default-non-foot),Tops,faith-over-fear-ultimate-crewneck,PASS,suppressed,,false,,ks,collection_title,Men's Crewnecks,true,crewneck,excluded,,,,https://rudis.com/products/faith-over-fear-ultimate-crewneck
tops,type:Tops(default-non-foot),Tops,faith-over-fear-youth-elite-super-soft-long-sleeve,PASS,suppressed,,false,,,,,true,long sleeve,excluded,,,,https://rudis.com/products/faith-over-fear-youth-elite-super-soft-long-sleeve
tops,title-exclude:Hoodie,Tops,ac-dc-im-dynamite-titan-heavyweight-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/ac-dc-im-dynamite-titan-heavyweight-hoodie
tops,type:Tops(default-non-foot),Tops,ac-dc-problem-child-titan-heavyweight-crewneck,PASS,suppressed,,false,,ks,collection_title,Men's Crewnecks,true,crewneck,excluded,,,,https://rudis.com/products/ac-dc-problem-child-titan-heavyweight-crewneck
tops,title-exclude:Shirt,Tops,ac-dc-problem-child-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/ac-dc-problem-child-heavyweight-t-shirt
tops,title-exclude:Shirt,Tops,ac-dc-im-dynamite-heavyweight-t-shirt,PASS,suppressed,,false,,,,,true,shirt,excluded,,,,https://rudis.com/products/ac-dc-im-dynamite-heavyweight-t-shirt
tops,type:Tops(default-non-foot),Tops,grapple-fear-titan-heavyweight-crewneck,PASS,suppressed,,false,,ks,collection_title,Men's Crewnecks,true,crewneck,excluded,,,,https://rudis.com/products/grapple-fear-titan-heavyweight-crewneck
tops,title-exclude:Hoodie,Tops,grapple-fear-titan-heavyweight-hoodie,PASS,suppressed,,false,,ks,collection_title,"Men's Hoodies, Crewnecks, & Zips",true,hoodie,excluded,,,,https://rudis.com/products/grapple-fear-titan-heavyweight-hoodie
tops,type:Tops(default-non-foot),Tops,neiman-x-schultz-comfort-fleece-crewneck,ERROR,"page.evaluate: Target page, context or browser has been closed",,,,,,,,,,,,,https://rudis.com/products/neiman-x-schultz-comfort-fleece-crewneck
tops,title-exclude:Shirt,Tops,neiman-x-schultz-heavyweight-t-shirt,ERROR,"page.waitForTimeout: Target page, context or browser has been closed",,,,,,,,,,,,,https://rudis.com/products/neiman-x-schultz-heavyweight-t-shirt
tops,title-exclude:Hoodie,Tops,neiman-x-ali-comfort-fleece-hoodie,ERROR,"page.evaluate: Target page, context or browser has been closed",,,,,,,,,,,,,https://rudis.com/products/neiman-x-ali-comfort-fleece-hoodie
tops,title-exclude:Shirt,Tops,neiman-x-ali-elite-super-soft-t-shirt,ERROR,"page.evaluate: Target page, context or browser has been closed",,,,,,,,,,,,,https://rudis.com/products/neiman-x-ali-elite-super-soft-t-shirt
